Chunk ID,Text Chunk,Source URL
258,"Others felt that dakans had increased since the British 
had established their rule [Skaria 1997: 139]. So intense and 
widespread was the belief in witchcraft that a fracture had 
already occurred in the colonial regulatory mechanism in the 
years preceding 1857. Ricketts in his report on the district of 
Singhbhum (1854) noted that the Mankis and the Mundas were 
reluctant to report cases related to witch-hunting because to the 
community it was no crime [Bhadra 1985: 259]. TouseHardiman's 
words, ""the practice was driven underground rather than sup­
pressed .. .local holders of power took action against witches 
because they were convinced that they had a duty to preserve 
their society from malign supernatural forces"" [Hardiman 2006: 
220]. Skaria points out that the general sympathy for witch-killers 
led to attempts by ordinary Bhils, their chiefs, and even the local 
Rajput power-holders, to conceal killings from the British [Skaria 
1997: 138]. The climax came during the political disturbances surround­
ing 1856-57 when the hold of the British administration was 
temporarily loosened. In his account of the hul (the Santhal 
rebellion) Chotrae Deshmanjhi describes how a number of girls 
accused of witchcraft were shown ""the pod and pea"" and slained 
[Archer 1984: 482-83; Arther 1979: 4]. Ball similarly points out, 
""during the disturbed times of the mutiny in 1857-58, when law 
was suspended in these regions, the Kols of Singhbhum and 
other parts of the province availed themselves of their freedom
Witch-hunts, Adivasis, and the Uprising in Chhotanagpur 223 
to make a clean sweep of the witches and sorcerers who had 
accumulated in their midst, under the benign influence of 
British authority"" [Ball 1985: 116]. Though most killings went 
unreported one could even see the turnaround in the cases 
registered with the police. Under the first class of offence against the person there is a remarkable 
increase in the number of murders. The average of the previous five 
years was seven cases in which eighteen persons were implicated. The 
returns of 1859 exhibit fifty-nine cases of murder, in which 218 persons 
were implicated. It appears, however that 50 of these cases occurred 
during the disturbances of 1857 and 1858, the people availing them­
selves of the temporary withdrawal of our authority to indulge in their 
superstitious desire of exterminating witchcraft. Further, the terrible 
destruction of human life, as Lieutenant Birch remarks, which was 
caused by this superstition is difficult to contemplate (Singhbhum Old 
Records, p 134). 10 
Effectively combining both gender and anti-colonial tensions, 
witch-hunts were systematically incorporated into the mobilisation 
strategies of the anti-colonial adivasi movements in 
Chhotanagpur.",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=258
259,"The 
returns of 1859 exhibit fifty-nine cases of murder, in which 218 persons 
were implicated. It appears, however that 50 of these cases occurred 
during the disturbances of 1857 and 1858, the people availing them­
selves of the temporary withdrawal of our authority to indulge in their 
superstitious desire of exterminating witchcraft. Further, the terrible 
destruction of human life, as Lieutenant Birch remarks, which was 
caused by this superstition is difficult to contemplate (Singhbhum Old 
Records, p 134). 10 
Effectively combining both gender and anti-colonial tensions, 
witch-hunts were systematically incorporated into the mobilisation 
strategies of the anti-colonial adivasi movements in 
Chhotanagpur. In the 'Ulgulan' {the famous Birsa Munda 
Uprising of 1899-1903), to secure recognition of the clan 
brotherhood's right to the forest they had settled in, women were 
denounced as witches and killed. K Suresh Singh refers to an 
Ulgulan song in which the principal enemies of the tribes 
witches, Europeans, and other castes (dikus) are placed in the 
same category. Oh kill the witch, such the poison, 
0 kill, kill 
0 Father, kill the Europeans, the other castes 
0 kill, kill [Singh 2002: 101]. NOTES 
1 have enormously benefited from rich collection of primary documents in 
three sourcebooks compiled by PC Roy Choudhury - Hazaribagh Old 
Records (1761-1878), (1957); Singhbhum Old Records (1958); and 1857 in 
Bihar (Chhotanagpur and Santhal Parganas ( 1959) all published by 
Gazetteer's Revision Section, Revenue Department, Patna. 2 Chhotanagpur had very irregular topography with forests and plateaus; 
therefore movements were very difficult. 3 In the case of Santhal Parganas, there were three phases of sepoy action 
between June and October 1857. The sepoy units marched
224 
1857: Essays from Economic and Political Weekly 
to their respective headquarters at Rohini or Bausi. 4 For a detailed discussion on the military government in Ranchi, see 
Kumar 1991. 5 There were no civil rebellions in the Santhal Parganas during 1857. 6 For a detailed discussion see Sinha 2006. 
7 The first version of this Santai text was published in 1887 by LO Skrefsrud, 
was translated with notes and additions by P O Bodding in 1942. 8 Witchcraft Leads to Murder, Notes from the Singhbhum Old Correspon­
dence in Commissioner's Record Room, Singhbhum Old Records, Ranchi. Wilkinson's tenure also marked the direct administration ofSinghbhum by 
the British. 9 Notes on 'Saka' or Witch Finder ( 1860), Digest of some letters in 
Commissioner's Record Room, Singhbhum Old Records, Ranchi. 10 Letter from Officiating Secretary to the Government of Bengal to the 
Commissioner of Chhotanagpur, Vo! No VII - Old Correspondence, 
Singhbhum, 1860, No 4455 in Singhbhum Old Records.",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=259
260,"Wilkinson's tenure also marked the direct administration ofSinghbhum by 
the British. 9 Notes on 'Saka' or Witch Finder ( 1860), Digest of some letters in 
Commissioner's Record Room, Singhbhum Old Records, Ranchi. 10 Letter from Officiating Secretary to the Government of Bengal to the 
Commissioner of Chhotanagpur, Vo! No VII - Old Correspondence, 
Singhbhum, 1860, No 4455 in Singhbhum Old Records. REFERENCES 
Archer, W G (1979): 'Santai Treatment of Witchcraft' in J Troisi (ed), The 
Santals: Readings in Tribal Life, Vol I (Religion and Magic}, Indian Social 
Institute, New Delhi. 
- ( 1984 ): Tribal Law and Justice: A Report on the Santals, Concept Publishing 
Company, New Delhi. Ball, Valentine (1985): Tribal and Peasant Life in Nineteenth Century India, 
Usha Publications, Delhi (originally published in 1880). Bhadra, G (1985): 'Four Rebels ofEighteen Fifty Seven' in Ranajit Guha (ed), 
Subaltern Studies IV, Oxford University Press, New Delhi. Bod ding, PO ( 1986): Studies in Santai Medicine and Connected Folklore, Asiatic 
Society, Calcutta (originally published in 1925). - ( 1994 ): Horkoren Mare H apramka Reak Katha: The Traditions and Institutions 
of the Santhals, Bahumukhi Prakashan, New Delhi; the first version of this 
Santai text was published in 1887 by LO Skrefsrud and was translated with 
notes and additions by P O Bodding in 1942. Chaudhuri, SB (1957): Civil Rebellion in the Indian Mutinies, 1857-59, The 
World Press, Calcutta. Crooke, W (1969): The Popular Religion and Folklore of Northern India, 
Munshiram Manoharlal, Delhi (originally published in 1896). Dalrymple, W (2006): The Last Mughal: The Fall of a Dynasty, Delhi, 1857, 
Penguin, New Delhi. Dalton, ET ( 1872): Descriptive Ethnology of Bengal, Firma KL Mukhopadhyaya, 
Calcutta. 
Douglas, Haynes and Gyan Prakash (1991): Contesting Power, Oxford Univer­
sity Press, New Delhi. 
Guha, R (1983): Elementary Aspects of Peasant Insurgency in Colonial India, 
Oxford University Press, New Delhi. 
Hardiman, David (2006): 'Knowledge of the Bhils and Their Systems of 
Healing', The Indian Historical Review, Vo! 33, No 1, January. Witch-hunts, Adivasis, and the Uprising in Chhotanagpur 
225 
Joshi, PC (1957): 1857: A Symposium, People's Publishing House, Delhi. 
Kumar, Purushottam (1991): Mutinies and Rebellions in Chhotanagpur, Janaki 
Prakashan, Patna. Majumdar, R C (1957): The Sepoy Mutiny and the Revolt of 1857, Firma 
KL Mukhopadhyay, Calcutta.",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=260
261,"Dalton, ET ( 1872): Descriptive Ethnology of Bengal, Firma KL Mukhopadhyaya, 
Calcutta. 
Douglas, Haynes and Gyan Prakash (1991): Contesting Power, Oxford Univer­
sity Press, New Delhi. 
Guha, R (1983): Elementary Aspects of Peasant Insurgency in Colonial India, 
Oxford University Press, New Delhi. 
Hardiman, David (2006): 'Knowledge of the Bhils and Their Systems of 
Healing', The Indian Historical Review, Vo! 33, No 1, January. Witch-hunts, Adivasis, and the Uprising in Chhotanagpur 
225 
Joshi, PC (1957): 1857: A Symposium, People's Publishing House, Delhi. 
Kumar, Purushottam (1991): Mutinies and Rebellions in Chhotanagpur, Janaki 
Prakashan, Patna. Majumdar, R C (1957): The Sepoy Mutiny and the Revolt of 1857, Firma 
KL Mukhopadhyay, Calcutta. Man, E G (1983): Sonthalia and the Sonthals, Mittal Publications, Delhi 
(originally published in 1867). Mukherjee, R (1984): Awadh in Revolt, 7 857-58: A Study of Popular Resistance, 
Oxford University Press, New Delhi. 
- (2006): Mangal Pandey: Brave Martyr or Accidental Hero? Penguin, New 
Delhi. 
Raut, Siba Prasad ( 1979): 'Witchcraft among the Santhals of Mayurbhanj' in 
J Troisi (ed), The Santals: Readings in Tribal Life, Vol I (Religion and 
Magic), Indian Social Institute, New Delhi, the article was originally 
published in Adivasi, Vo! 8, No 4. 
Ray, Rajat Kanta (2003): The Felt Community: Commonality and Mentality 
before the Emergence of Indian Nationalism, Oxford University Press, Delhi. Roy Choudhury, P C (1958): Bihar District Gazetteers: Singhbhum, 
Superintendent, Secretariat Press, Patna. 
- (1959): 1857 in Bihar (Chhotanagpur and Santhal Parganas), Gazetteer's 
Revision Section, Revenue Department, Patna. Roy, SC (1984): 'Magic and Witchcraft in Chhotanagpur' in Man in India, 
Vol 33, No 3 (reproduced from a paper originally written in 1914). 
- (1985): Oraon Religion and Customs, Gyan Publishing House, Delhi (origi­
nally published in 1928). Roy, T (1994): The Politics of a Popular Uprising: Bundellchand in 1857, 
Oxford University Press, New Delhi. Scott, James C (1985): Weapons of the Weak: Everyday Forms of Peasant 
Resistance, Yale University Press, New Haven. Sen, SN (1957): Eighteen Fifty-Seven, Publication Division, Government of 
India, New Delhi. 
Singh, KS (1998): 'The 'Tribals' and the 1857 Uprising', Social Scientist, 
Vol 26, Nos 1-4,January-April. 
(2002): Birsa Munda and His Movement (1872-1901) (centennial edition), 
Seagull, Calcutta.",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=261
262,"Roy, SC (1984): 'Magic and Witchcraft in Chhotanagpur' in Man in India, 
Vol 33, No 3 (reproduced from a paper originally written in 1914). 
- (1985): Oraon Religion and Customs, Gyan Publishing House, Delhi (origi­
nally published in 1928). Roy, T (1994): The Politics of a Popular Uprising: Bundellchand in 1857, 
Oxford University Press, New Delhi. Scott, James C (1985): Weapons of the Weak: Everyday Forms of Peasant 
Resistance, Yale University Press, New Haven. Sen, SN (1957): Eighteen Fifty-Seven, Publication Division, Government of 
India, New Delhi. 
Singh, KS (1998): 'The 'Tribals' and the 1857 Uprising', Social Scientist, 
Vol 26, Nos 1-4,January-April. 
(2002): Birsa Munda and His Movement (1872-1901) (centennial edition), 
Seagull, Calcutta. Sinha, Shashank S (2006): 'Adivasis, Gender, and the 'Evil Eye': The 
Construction( s) of Witches in Colonial Chhotanagpur', The Indian His torr 
cal Review, Vo! 33, No 1, January. Skaria, A jay ( 1997): 'Women, Witchcraft and Gratuitous Violence in Colonial 
Western India', Past and Present, No 155, Mav. 
Stokes, E (1978): The Peasant and the Raj: Studies in Peasant Society and 
Agrarian Rebellion in Colonial India, Vikas, New Delhi. 
- (ed by CA Bayly) (1986): The Peasant Armed: The India Revolt of 1857, 
Clarendon Press, Oxford. Taylor, P JO (general editor) (1996): A Companion to the 'Indian Mutiny' of 
1857, Oxford University Press, New Delhi. 
Troisi, J (1979): Tribal Religion: Religious Beliefs .and Practices among the 
Santals, Manohar, New Delhi. FICTIONAL REPRESENTATIONS
13 
The Mutiny Novel 
Creating the Domestic Body of the Empire 
Aishwarya Lakshmi 
IN 1897, when Blackwood's Edinburgh Magazine observed, ""Of 
all the great events of this century as they are reflected in fiction, 
the Indian Mutiny has taken the firmest hold on the popular 
imagination"" [Anon: 218], it was empire as a domestic space that 
was being consumed. This paper argues that though the adven­
ture novel has come to stand metonymically for the ""novel of the 
empire"", from mid-century onwards, Victorians increasingly 
imagined India as a domestic space standing in a contrastive yet 
politically and morally necessary relation to the metropolitan 
nation. This figuration ultimately created the moral economy of 
colonialism, and continued to undergir<l even early 20th cen­
tury adventure novels like Kim. The key incident in this shift was 
the Mutiny of 1857, which marked a shift in governance from the 
rule of the Mughal emperor, with East India Company as 
protectors, to the Crown. Mutiny novels code this shift as 
a movement away from India as a space of adventure and 
begin to create the empire as a domestic space.",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=262
263,"This paper argues that though the adven­
ture novel has come to stand metonymically for the ""novel of the 
empire"", from mid-century onwards, Victorians increasingly 
imagined India as a domestic space standing in a contrastive yet 
politically and morally necessary relation to the metropolitan 
nation. This figuration ultimately created the moral economy of 
colonialism, and continued to undergir<l even early 20th cen­
tury adventure novels like Kim. The key incident in this shift was 
the Mutiny of 1857, which marked a shift in governance from the 
rule of the Mughal emperor, with East India Company as 
protectors, to the Crown. Mutiny novels code this shift as 
a movement away from India as a space of adventure and 
begin to create the empire as a domestic space. By an examina­
tion of two Mutiny novels, Meadows Taylor's Seeta (1872) and 
Flora A Steel's On the Face of the Waters (1896), I show that this 
domestic body of the empire was gendered and deterministic. I argue that this figuration reified the early 19th century 
depictions of India as a ""feminine land"", and brought it in a 
morally necessary and subservient relation to Britain by yoking 
the previous masculine west and feminine east division within 
the confines of an unequal marriage. Literary critics, in discussing the Mutiny novel, have focused 
on its ""gothic"" aspect: the fascination with rape and horror, the 
blatant racism, and the figuration of the English and Indian
230 
1857: Essays from Economic and Political Weekry 
women within it as symbols of chastity and licentiousness 
respectively, both in need of rescue. 1 When the gendered and 
domestic body of the post-1858 space has been discussed, it has 
been in terms of the figure of the Indian woman in these novels 
who metonymically stands for ""India"" in need of moral and 
civilisational rescue (the converse is the figure of the English 
woman who stands in for the empire in need of the organisation 
of military chivalry) and in terms of the ""separation of spheres"" 
of the racial divide within this body. I show that it is the 
figuration of the land that ultimately creates the gendered, 
deterministic body of the empire, with India as the passive 
feminine and the British as the active masculine partner, and 
that it is this intimate and ""necessary"" relation that undergirds 
the separation of spheres policy practised in colonial relations 
with India post-1858. This paper revises Antoinette Burton's claim arising from her 
work on British feminists in England that mid-century onwards, 
Victorians were increasingly imagining England and India 
""concentrically"" rather than constrastively [Burton 1994: 35].",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=263
264,"1 When the gendered and 
domestic body of the post-1858 space has been discussed, it has 
been in terms of the figure of the Indian woman in these novels 
who metonymically stands for ""India"" in need of moral and 
civilisational rescue (the converse is the figure of the English 
woman who stands in for the empire in need of the organisation 
of military chivalry) and in terms of the ""separation of spheres"" 
of the racial divide within this body. I show that it is the 
figuration of the land that ultimately creates the gendered, 
deterministic body of the empire, with India as the passive 
feminine and the British as the active masculine partner, and 
that it is this intimate and ""necessary"" relation that undergirds 
the separation of spheres policy practised in colonial relations 
with India post-1858. This paper revises Antoinette Burton's claim arising from her 
work on British feminists in England that mid-century onwards, 
Victorians were increasingly imagining England and India 
""concentrically"" rather than constrastively [Burton 1994: 35]. Burton shows that British feminists by making the ""uplift"" of 
Indian women their special province, a task necessary for the 
moral good of the empire, re-imagined the national public 
space as a national-imperial one. This allowed them to argue for 
an extension of this space to include women in an enhanced 
public (yet still within the traditional female) role. Thus Burton 
argues, Victorians widened the circumference of the national 
space and drew India within it. While I agree with Burton that 
India was being imagined as an extension of the national space, 
reconceived as a national-imperial one, I show that this space 
was not a uniform space circumscribed from a fixed centre 
(metropole), as Burton's geometric analogy suggests. Instead, 
this space was differentiated, comprising of an active, masculine 
metropolitan and a passive, feminine, colonial space, a differ­
ence that created a ""centre"" and lent dynamism to it. Thus, just as the passive figure of the Indian woman lent a 
dynamism to the feminist discourse, the figuration of the 
feminised Indian land 1860 onwards lent mobility to the colo­
nial discourse. This feminised land, however, marks a shift from 
the late 18th and early 19th centuries picturesque and romantic 
figurations of it, where the ""feminine east"", stood in varying
The Mutiny Novel: Creating the Domestic Body of the Empire 231 
degrees of opposition to the masculine west and stalled or 
questioned its expansive thrust. The picturesque in the late 18th 
and early 19th centuries painted a feminised, unthreatening, 
nostalgic landscape. Images of fading, classical grandeur subli­
mated by temporalising present confrontations but worked as 
an oppositional ""Other"" to a dynamic, expanding Britain, albeit 
in limited ways.",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=264
265,"Thus, just as the passive figure of the Indian woman lent a 
dynamism to the feminist discourse, the figuration of the 
feminised Indian land 1860 onwards lent mobility to the colo­
nial discourse. This feminised land, however, marks a shift from 
the late 18th and early 19th centuries picturesque and romantic 
figurations of it, where the ""feminine east"", stood in varying
The Mutiny Novel: Creating the Domestic Body of the Empire 231 
degrees of opposition to the masculine west and stalled or 
questioned its expansive thrust. The picturesque in the late 18th 
and early 19th centuries painted a feminised, unthreatening, 
nostalgic landscape. Images of fading, classical grandeur subli­
mated by temporalising present confrontations but worked as 
an oppositional ""Other"" to a dynamic, expanding Britain, albeit 
in limited ways. In romantic figuration, best expressed in Lady 
Morgan's 1811 novel, The Missionary, the feminine east, both in 
the Indian priestess, Luxima, and the exotic locale of Kashmir, 
serves as a counterpoint (even if a deceptive one) to the 
masculine west (here the Portuguese missionary, Hilarion) with 
the power to subvert it by seduction. 2 The Mutiny novel, by 
yoking this opposition (romantic of masculine Britain to feminised 
India) and quasi-opposition (between the picturesque fading 
grandeur and vigour of British expansion) into a domestic 
framework, not only bound east to west in an ideologically 
necessary relation but also made one party subservient and 
passive. Furthermore, any subversive potential of this feminised 
land was erased by depicting its picturesque and exotic beauty 
not as a property of the land but of the British eye. The 
feminised post-Mutiny India, unlike the earlier romantic or 
picturesque feminine, is closed in on itself and inert. This feminised, domestic land undergirds later adventure 
novels set in India. In the late 19th and early 20th centuries, 
India was recuperated as a space of adventure in fiction: in 
novels like Kim, and in popular juvenile fiction like that of 
G A Henty (Boyd 2000: 66-68). Literary history has tended to 
see the adventuring space of India sketched in these novels as 
continuous with the late 18th and early 19th centuries adventure 
narratives of merchants and mercenary soldiers. I show that the 
two spaces are in fact radically different. The adventuring space 
traversed by boy-heroes bears little resemblance to the foreign 
terrain which the early 19th century adventurer-heroes like 
Henry Lawrence, James Skinner, and to some extent, even 
Meadows Taylor negotiated. Instead, these adventures take 
place in a bound, surveilled domestic space of India, a creation 
of the Mutiny novel.",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=265
266,"Literary history has tended to 
see the adventuring space of India sketched in these novels as 
continuous with the late 18th and early 19th centuries adventure 
narratives of merchants and mercenary soldiers. I show that the 
two spaces are in fact radically different. The adventuring space 
traversed by boy-heroes bears little resemblance to the foreign 
terrain which the early 19th century adventurer-heroes like 
Henry Lawrence, James Skinner, and to some extent, even 
Meadows Taylor negotiated. Instead, these adventures take 
place in a bound, surveilled domestic space of India, a creation 
of the Mutiny novel. This paper therefore revises literary 
history, which by ignoring the Mutiny novel and Anglo-Indian 
fiction from the second-half of the 19th century, has continued 
to plot the empire as a space of adventure; from the late 18th to
232 
1857: Essays from Economic and Political Weekly 
the early 20th century. It calls for a re-alignment and re-reading 
of the late 19th century adventure novel within the post-Mutiny 
domestic ideology and figuration of the empire. CREATING GENDERED AND DOMESTICATED SPACE On May 10, 1857, soldiers of the Bengal Army in Mirath, 
India, revolted and killed their British commanding officers. The soldiers then marched to Delhi and entreated the by now 
titular Mughal emperor, Bahadur Shah Zafar, to head the revolt 
against the British. This appeal was followed by revolts by 
several other native regiments in north India, who congregated 
in Delhi and in other Indian courts, like that of the court of the 
(recently deposed) Nawab of Awadh in Lucknow. The British, 
who had been completely taken by surprise, recuperated 
quickly, and by late September 1857, the city of Delhi was 
retaken after a prolonged siege. The fall of Delhi was a decisive 
blow to the mutineers but fighting continued well into 1859 as 
the struggle was continued by peasants under local landlords 
and rebel leaders. In March 1858, the Mughal emperor, Bahadur Shah Zafar, 
was put on trial, found guilty of ""treasonable design of over­
throwing and destroying the British government in India"", and 
exiled to Burma (Noorani: 19). In November 1858, Queen 
Victoria's proclamation enacted the transfer of power from the 
Mughal emperor (with the East India Company as protectors) 
to the Crown and granted pardon to all those who surrendered 
who were not guilty of murdering an Englishman or woman. The document used the language of benevolent maternalism 
with Victoria as a sort of mother figure, willing to grant ""mercy"" 
and ""take back"" her subject-sons.3Begum Hazrat Mahal (the 
queen who kept up resistance to the British in Lucknow) 
rebutted the proclamation and rejected the offer of surrender, 
pointing out that this ""maternalism"" was misleading at best and 
disingenuous at worst.",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=266
267,"The fall of Delhi was a decisive 
blow to the mutineers but fighting continued well into 1859 as 
the struggle was continued by peasants under local landlords 
and rebel leaders. In March 1858, the Mughal emperor, Bahadur Shah Zafar, 
was put on trial, found guilty of ""treasonable design of over­
throwing and destroying the British government in India"", and 
exiled to Burma (Noorani: 19). In November 1858, Queen 
Victoria's proclamation enacted the transfer of power from the 
Mughal emperor (with the East India Company as protectors) 
to the Crown and granted pardon to all those who surrendered 
who were not guilty of murdering an Englishman or woman. The document used the language of benevolent maternalism 
with Victoria as a sort of mother figure, willing to grant ""mercy"" 
and ""take back"" her subject-sons.3Begum Hazrat Mahal (the 
queen who kept up resistance to the British in Lucknow) 
rebutted the proclamation and rejected the offer of surrender, 
pointing out that this ""maternalism"" was misleading at best and 
disingenuous at worst. Not only was there no possibility of fair 
trial ( or any trial at all, in many cases) for those who surrendered 
but the offer dispossessed all those who rebelled. Moreover, 
entrance into the domestic body of the British empire was 
founded on the punishment of ""a whole army and people""4for 
a rebellion against a government that did not exist prior to it. The Mutiny Novel: Creating the Domestic Body of the Empire 233 
Acting on both the past and present, the proclamation and 
trial heralded the domestic body of the empire. The ""our 
government"" of the trial and proclamation appeared to pre­
rather than post-date the Mutiny, retroactively creating the 
""legal conditions"" for the king to be put on trial for ""treason."" Furthermore, by not simply dispossessing the Mughal ruler but 
making him appear in court on charges of sedition, the very 
symbols of the past were put on trial to legitimate the present 
and change the shift of ruling powers: from an act of usurpation 
to a lawful procedure. Thus, while British counter-insurgency 
operations in which rebels were blown from guns and hung on 
trees, while villagers were burnt followed the classic Foucauldian 
paradigm of leaving traces of its brutality in ""spectacles"" to 
make British power visible, in discourses of the law, politics, and 
fiction another kind of memory formation was enacted: to erase 
the traces of violence and create the past as illegitimate. Since the 
violence of the ""counter-insurgency"" operations was directed 
against the sovereign body of the Mughal ruler, it could not 
function as the legitimate in discourse, unless the old law was itself 
put on trial and dis-credited. 5",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=267
268,"Furthermore, by not simply dispossessing the Mughal ruler but 
making him appear in court on charges of sedition, the very 
symbols of the past were put on trial to legitimate the present 
and change the shift of ruling powers: from an act of usurpation 
to a lawful procedure. Thus, while British counter-insurgency 
operations in which rebels were blown from guns and hung on 
trees, while villagers were burnt followed the classic Foucauldian 
paradigm of leaving traces of its brutality in ""spectacles"" to 
make British power visible, in discourses of the law, politics, and 
fiction another kind of memory formation was enacted: to erase 
the traces of violence and create the past as illegitimate. Since the 
violence of the ""counter-insurgency"" operations was directed 
against the sovereign body of the Mughal ruler, it could not 
function as the legitimate in discourse, unless the old law was itself 
put on trial and dis-credited. 5 The purpose of discourse, thus, was 
to convert violence into the form of the Law that could perform 
important retroactive ideological work on the past and the imme­
diate present. Ultimately, what this discourse stands testimony to, 
therefore, is a usurpation and ""appropriation of a vocabulary 
turned against those who once used it"".0 This paper focuses on one element of that discourse, Mutiny 
fiction, and examines two Mutiny novels, Seeta and On the Face 
of the Waters, to outline the ideological work these novels did for 
the empire. I show that the novels created a gendered, domestic 
space of India that in a move similar to the proclamation, erased 
the revolutionary potential of the Mutiny and created the 
empire's normativity. This was achieved in two ways: by 
structuring the novels as a movement from adventurous, disor­
dered space to a domestic ordered one, and using the Mutiny 
to make the historical law (the historical need of the Indians for 
the British) visible. The latter is achieved by racialising aesthet­
ics and the land, such that both become evidentiary and reveal 
this law. Like the proclamation, therefore, the novels transform 
the Mutiny, from a contested time-space to a transparent event 
that reveals India's ""need"" for Britain. 234 
1857: Essays from Economic and Political Weekfy 
SEETA (1872) 
Philip Meadows Taylor (1808-1876) was born in Liverpool, 
and set out for India in 1824 at the age of 15. He worked for the 
Nizam of Hyderabad and served him in several capacities: as 
interpreter on courts martial, assistant police superintendent, in 
the army, as magistrate and collector in his territories [Taylor 
1986]. Taylor was one of the old school men like Skinner and 
Lawrence, who unlike the ""competition wallah"" and the Indian 
Civil Service (ICS) men, mixed with Indians and adopted some 
modes of their life.",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=268
269,"Like the proclamation, therefore, the novels transform 
the Mutiny, from a contested time-space to a transparent event 
that reveals India's ""need"" for Britain. 234 
1857: Essays from Economic and Political Weekfy 
SEETA (1872) 
Philip Meadows Taylor (1808-1876) was born in Liverpool, 
and set out for India in 1824 at the age of 15. He worked for the 
Nizam of Hyderabad and served him in several capacities: as 
interpreter on courts martial, assistant police superintendent, in 
the army, as magistrate and collector in his territories [Taylor 
1986]. Taylor was one of the old school men like Skinner and 
Lawrence, who unlike the ""competition wallah"" and the Indian 
Civil Service (ICS) men, mixed with Indians and adopted some 
modes of their life. Ideologically as well, he was closer to the 
utilitarian reforming zeal of the 1830s. Seeta forms the third part 
of a trilogy, comprised also of Tara and Ralph Darnell, the 
former being set in 1657 and depicting the rise of the Marathas 
(which in part led to the weakening of the Mughals in the 17th 
century), and the latter in 17 57, the year of the battle of Plassey. Seeta, set in 1857, and recounting a tale of the Mutiny, completes 
and ""fulfil"" the story of British ascendancy in India. Seeta, first published in 1872, though a post-Mutiny novel is 
written from a perspective that was largely unfamiliar to, even 
condemned in the post-Mutiny era. Most markedly, the novel 
depicts an inter-racial marriage, something that though 
accepted in the early 19th century was virtually anathema post­ Mutiny.7 The marriage is central to the plot, which is as follows: 
Cyril Brandon, the young magistrate of Norpoor, falls in love 
with Seeta when she appears in court to identify the assailant, 
Azrael Pande, her husband's murderer. Defying convention, 
Cyril and Seeta get married. Soon after marriage, Cyril realises 
that though their marriage is happy and Seeta an accomplished 
woman (in Sanksrit scriptures), she will never be the kind of 
companion that an Englishwoman could be. He finds himself 
attracted to Grace Mostyn, his friend's sister-in-law. Seeta also 
faces trouble in the form of caste excommunication, exclusion 
from Cyril's English life and friends, the pressure to become 
Christian, and finally the realisation that her marriage will not 
be recognised as legitimate under English law. Any children 
born of the union will be debarred from the right of inheritance 
(on Cyril's side). The domestic troubles coincide with the 
coming of the Mutiny, and one day when the rebels, led by 
Azrael Pande, attack the house, Seeta is shot trying to save Cyril.",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=269
